	DRUG	CTRL	EC50	PARENT_ID	DATE
949	ACV	1.505	2.256	471	2019-05-03 00:00:00
950	PCV	4.758	18.64	471	2019-05-03 00:00:00
951	CDV	14.23	31.5	471	2019-05-03 00:00:00
952	FOS	133.6	86.75	471	2019-05-03 00:00:00
953	ACV	2.031	5.902	515	2020-08-28 00:00:00
954	CDV	14.78	14.14	515	2020-08-28 00:00:00
955	FOS	129.3	469.5	515	2020-08-28 00:00:00
956	ACV	0.8912	>40.0	386	2017-10-30 00:00:00
957	PCV	3.481	>160.0	386	2017-10-30 00:00:00
958	CDV	14.22	12.66	386	2017-10-30 00:00:00
959	FOS	102.9	161.7	386	2017-10-30 00:00:00
960	ACV	1.387	>40.0	501	2020-02-14 00:00:00
961	PCV	4.248	61.32	501	2020-02-14 00:00:00
962	CDV	13.35	3.23	501	2020-02-14 00:00:00
963	FOS	136.5	89.58	501	2020-02-14 00:00:00
964	ACV	0.2480	>40.0	566	2021-04-26 00:00:00
965	CDV	4.894	5.005	566	2021-04-26 00:00:00
966	FOS	60.62	92.29	566	2021-04-26 00:00:00
967	ACV	2.719	7.637	506	2020-08-21 00:00:00
968	CDV	9.695	188.0	506	2020-08-21 00:00:00
969	FOS	124.3	146.2	506	2020-08-21 00:00:00
970	ACV	1.613	37.16	67	2012-01-23 00:00:00
971	PCV	5.171	118.1	67	2012-01-23 00:00:00
972	CDV	13.29	3.022	67	2012-01-23 00:00:00
973	FOS	209.3	107.0	67	2012-01-23 00:00:00
974	ACV	1.066	4.04	173	2014-03-03 00:00:00
975	PCV	3.754	8.849	173	2014-03-03 00:00:00
976	CDV	8.219	<1.5625	173	2014-03-03 00:00:00
977	FOS	140.9	<50.0	173	2014-03-03 00:00:00
978	ACV	2.129	>40.0	228	2025-07-30 16:15:47
979	PCV	7.030	>160.0	228	2025-07-30 16:15:47
980	CDV	12.25	9.921	228	2025-07-30 16:15:47
981	FOS	174.2	292.6	228	2025-07-30 16:15:47
982	ACV	0.724	0.5332	336	2017-01-20 00:00:00
983	PCV	2.169	9.003	336	2017-01-20 00:00:00
984	CDV	5.719	38.78	336	2017-01-20 00:00:00
985	FOS	74.57	66.59	336	2017-01-20 00:00:00
986	ACV	0.6792	23.78	457	2018-10-08 00:00:00
987	PCV	2.115	70.53	457	2018-10-08 00:00:00
988	CDV	5.173	<1.5625	457	2018-10-08 00:00:00
989	FOS	136.8	69.5	457	2018-10-08 00:00:00
990	ACV	1.883	>40.0	285	2025-07-30 16:15:48
991	PCV	8.298	>160.0	285	2025-07-30 16:15:48
992	CDV	24.19	15.33	285	2025-07-30 16:15:48
993	FOS	184.2	50.	285	2025-07-30 16:15:48
994	ACV	0.9442	18.20	431	2018-06-04 00:00:00
995	PCV	4.217	156.5	431	2018-06-04 00:00:00
996	CDV	15.64	2.378	431	2018-06-04 00:00:00
997	FOS	153.9	81.05	431	2018-06-04 00:00:00
998	ACV	1.543	18.28	760	2025-07-21 00:00:00
999	CDV	9.230	2.257	760	2025-07-21 00:00:00
1000	FOS	70.18	56.42	760	2025-07-21 00:00:00
1001	ACV	1.101	>40.0	333	2017-01-09 00:00:00
1002	PCV	2.742	5.223	333	2017-01-09 00:00:00
1003	CDV	8.343	1.668	333	2017-01-09 00:00:00
1004	FOS	82.49	60.62	333	2017-01-09 00:00:00
1005	ACV	1.564	2.283	688	2023-04-21 00:00:00
1006	FOS	121.2	66.6	688	2023-04-21 00:00:00
1007	ACV	1.556	1.288	241	2025-07-30 16:15:47
1008	PCV	3.938	3.04	241	2025-07-30 16:15:47
1009	CDV	4.119	9.635	241	2025-07-30 16:15:47
1010	FOS	107.5	87.54	241	2025-07-30 16:15:47
1011	ACV	0.6788	3.969	480	2019-10-07 00:00:00
1012	PCV	1.900	12.52	480	2019-10-07 00:00:00
1013	CDV	5.106	11.44	480	2019-10-07 00:00:00
1014	FOS	52.97	260.3	480	2019-10-07 00:00:00
1015	ACV	0.3172	0.9599	584	2021-07-19 00:00:00
1016	CDV	3.103	5.216	584	2021-07-19 00:00:00
1017	FOS	66.03	94.81	584	2021-07-19 00:00:00
1018	ACV	2.133	>40.0	678	2023-03-27 00:00:00
1019	CDV	41.08	6.338	678	2023-03-27 00:00:00
1020	FOS	138.4	275.6	678	2023-03-27 00:00:00
1021	ACV	1.646	0.6831	315	2016-10-03 00:00:00
1022	PCV	6.269	4.519	315	2016-10-03 00:00:00
1023	CDV	8.425	4.16	315	2016-10-03 00:00:00
1024	FOS	144.4	63.52	315	2016-10-03 00:00:00
1025	ACV	0.9870	<0.15625	171	2014-02-17 00:00:00
1026	PCV	4.044	0.7551	171	2014-02-17 00:00:00
1027	CDV	9.344	3.046	171	2014-02-17 00:00:00
1028	FOS	152.9	59.05	171	2014-02-17 00:00:00
1029	ACV	1.873	>40.0	657	2022-11-18 00:00:00
1030	CDV	36.45	6.419	657	2022-11-18 00:00:00
1031	PRI	0.0109	0.01465	746	2025-06-03 00:00:00
1032	ACV	2.615	0.2361	294	2025-07-30 16:15:48
1033	PCV	7.038	1.566	294	2025-07-30 16:15:48
1034	CDV	20.78	6.407	294	2025-07-30 16:15:48
1035	FOS	201.2	63.21	294	2025-07-30 16:15:48
1036	ACV	2.004	4.695	98	2012-09-04 00:00:00
1037	PCV	5.783	4.089	98	2012-09-04 00:00:00
1038	CDV	12.84	5.283	98	2012-09-04 00:00:00
1039	FOS	191.	123.5	98	2012-09-04 00:00:00
1040	ACV	1.575	1.443	152	2013-08-05 00:00:00
1041	PCV	5.735	17.01	152	2013-08-05 00:00:00
1042	CDV	15.29	95.48	152	2013-08-05 00:00:00
1043	FOS	233.6	125.7	152	2013-08-05 00:00:00
1044	ACV	1.732	>40.0	257	2015-11-16 00:00:00
1045	PCV	5.378	>160.0	257	2015-11-16 00:00:00
1046	CDV	20.73	53.78	257	2015-11-16 00:00:00
1047	FOS	209.7	66.39	257	2015-11-16 00:00:00
1048	ACV	1.719	>40.0	247	2015-08-14 00:00:00
1049	PCV	4.475	>160.0	247	2015-08-14 00:00:00
1050	CDV	16.11	15.27	247	2015-08-14 00:00:00
1051	FOS	116.7	>800.0	247	2015-08-14 00:00:00
1052	FOS	<50.0	252.9	559	2021-03-12 00:00:00
1053	ACV	0.2016	>40.0	577	2021-05-17 00:00:00
1054	FOS	<50.0	93.53	577	2021-05-17 00:00:00
1055	ACV	1.463	0.7480	202	2014-10-13 00:00:00
1056	PCV	3.77	3.382	202	2014-10-13 00:00:00
1057	CDV	9.021	13.93	202	2014-10-13 00:00:00
1058	FOS	128.9	88.47	202	2014-10-13 00:00:00
1059	ACV	1.048	2.618	465	2019-02-01 00:00:00
1060	PCV	3.239	7.937	465	2019-02-01 00:00:00
1061	CDV	12.08	40.78	465	2019-02-01 00:00:00
1062	FOS	113.6	223.1	465	2019-02-01 00:00:00
1063	ACV	1.216	10.44	701	2023-08-04 00:00:00
1064	CDV	7.577	2.777	701	2023-08-04 00:00:00
1065	FOS	69.	56.42	701	2023-08-04 00:00:00
1066	ACV	1.094	3.598	77	2012-04-20 00:00:00
1067	PCV	5.053	21.8	77	2012-04-20 00:00:00
1068	CDV	10.19	57.69	77	2012-04-20 00:00:00
1069	FOS	144.1	77.97	77	2012-04-20 00:00:00
1070	ACV	1.322	0.7695	682	2023-02-17 00:00:00
1071	CDV	14.70	8.839	682	2023-02-17 00:00:00
1072	FOS	63.51	<50.0	682	2023-02-17 00:00:00
1073	ACV	1.066	7.236	172	2014-03-03 00:00:00
1074	PCV	3.754	74.07	172	2014-03-03 00:00:00
1075	CDV	8.219	3.077	172	2014-03-03 00:00:00
1076	FOS	140.9	52.05	172	2014-03-03 00:00:00
1077	ACV	1.592	2.345	690	2023-05-26 00:00:00
1078	ACV	0.7945	0.9233	715	2023-12-21 00:00:00
1079	CDV	8.707	11.87	715	2023-12-21 00:00:00
1080	FOS	65.79	50.86	715	2023-12-21 00:00:00
1081	ACV	2.409	>40.0	528	2020-11-16 00:00:00
1082	CDV	35.26	5.525	528	2020-11-16 00:00:00
1083	FOS	233.9	150.4	528	2020-11-16 00:00:00
1084	ACV	0.9060	1.624	329	2016-12-19 00:00:00
1085	PCV	3.020	13.44	329	2016-12-19 00:00:00
1086	CDV	8.147	131.5	329	2016-12-19 00:00:00
1087	FOS	82.98	<50.0	329	2016-12-19 00:00:00
1088	ACV	1.154	>40.0	68	2012-02-13 00:00:00
1089	PCV	4.615	>160.0	68	2012-02-13 00:00:00
1090	CDV	11.11	3.496	68	2012-02-13 00:00:00
1091	FOS	178.5	276.9	68	2012-02-13 00:00:00
1092	ACV	0.5167	1.263	455	2018-09-28 00:00:00
1093	PCV	4.546	13.17	455	2018-09-28 00:00:00
1094	CDV	14.81	77.56	455	2018-09-28 00:00:00
1095	FOS	80.08	83.77	455	2018-09-28 00:00:00
1096	ACV	1.672	1.479	768	2025-07-30 16:15:54
1097	PCV	5.847	5.061	768	2025-07-30 16:15:54
1098	CDV	13.38	14.30	768	2025-07-30 16:15:54
1099	FOS	154.5	98.72	768	2025-07-30 16:15:54
1100	ACV	2.391	29.11	255	2015-09-21 00:00:00
1101	PCV	5.274	>160.0	255	2015-09-21 00:00:00
1102	CDV	9.921	<1.5625	255	2015-09-21 00:00:00
1103	FOS	160.1	66.98	255	2015-09-21 00:00:00
1104	ACV	1.468	19.16	691	2023-05-19 00:00:00
1105	CDV	14.44	2.009	691	2023-05-19 00:00:00
1106	FOS	107.5	72.52	691	2023-05-19 00:00:00
1107	ACV	0.9921	>40.0	109	2012-11-02 00:00:00
1108	PCV	1.912	>160.0	109	2012-11-02 00:00:00
1109	CDV	12.5	32.35	109	2012-11-02 00:00:00
1110	FOS	155.1	243.7	109	2012-11-02 00:00:00
1111	ACV	2.766	13.91	249	2015-08-07 00:00:00
1112	PCV	5.470	62.29	249	2015-08-07 00:00:00
1113	CDV	13.29	<1.5625	249	2015-08-07 00:00:00
1114	FOS	186.8	<50.0	249	2015-08-07 00:00:00
1115	ACV	2.951	23.63	26	2010-12-10 00:00:00
1116	PCV	5.027	93.95	26	2010-12-10 00:00:00
1117	CDV	12.12	102.1	26	2010-12-10 00:00:00
1118	FOS	115.8	776.0	26	2010-12-10 00:00:00
1119	ACV	1.114	0.7352	443	2018-07-13 00:00:00
1120	PCV	2.275	1.924	443	2018-07-13 00:00:00
1121	CDV	8.375	7.703	443	2018-07-13 00:00:00
1122	FOS	103.9	68.96	443	2018-07-13 00:00:00
1123	ACV	1.114	0.6527	345	2025-07-30 16:15:49
1124	PCV	1.701	1.984	345	2025-07-30 16:15:49
1125	CDV	3.477	2.349	345	2025-07-30 16:15:49
1126	FOS	70.71	53.72	345	2025-07-30 16:15:49
1127	ACV	1.575	>40.0	153	2013-08-05 00:00:00
1128	PCV	5.735	>160.0	153	2013-08-05 00:00:00
1129	CDV	15.29	30.4	153	2013-08-05 00:00:00
1130	FOS	233.6	97.98	153	2013-08-05 00:00:00
1131	ACV	0.8403	0.6926	712	2023-11-16 00:00:00
1132	CDV	10.49	3.508	712	2023-11-16 00:00:00
1133	FOS	75.11	52.36	712	2023-11-16 00:00:00
1134	ACV	1.867	1.207	599	2022-03-04 00:00:00
1135	CDV	52.36	14.07	599	2022-03-04 00:00:00
1136	FOS	156.4	91.17	599	2022-03-04 00:00:00
1137	ACV	0.7106	1.250	729	2024-09-27 00:00:00
1138	FOS	<50.0	65.17	729	2024-09-27 00:00:00
1139	ACV	0.625	>40.0	360	2017-06-30 00:00:00
1140	PCV	2.036	>160.0	360	2017-06-30 00:00:00
1141	CDV	10.42	11.70	360	2017-06-30 00:00:00
1142	FOS	79.37	112.8	360	2017-06-30 00:00:00
1143	ACV	0.9297	3.921	464	2018-12-21 00:00:00
1144	PCV	2.819	5.279	464	2018-12-21 00:00:00
1145	CDV	8.091	14.21	464	2018-12-21 00:00:00
1146	FOS	103.6	109.8	464	2018-12-21 00:00:00
1147	ACV	1.072	>40.0	467	2019-03-29 00:00:00
1148	PCV	2.932	>160.0	467	2019-03-29 00:00:00
1149	CDV	4.873	137.4	467	2019-03-29 00:00:00
1150	FOS	88.07	80.29	467	2019-03-29 00:00:00
1151	ACV	1.613	14.95	61	2025-07-30 16:15:43
1152	PCV	6.653	30.40	61	2025-07-30 16:15:43
1153	CDV	14.77	2.461	61	2025-07-30 16:15:43
1154	FOS	240.7	55.44	61	2025-07-30 16:15:43
1155	FOS	75.27	117.7	633	2022-09-26 00:00:00
1156	ACV	0.8403	>40.0	711	2023-11-16 00:00:00
1157	FOS	75.11	99.42	711	2023-11-16 00:00:00
1158	ACV	0.2816	18.56	568	2021-04-23 00:00:00
1159	CDV	7.589	<1.5625	568	2021-04-23 00:00:00
1160	FOS	<50.0	56.86	568	2021-04-23 00:00:00
1161	ACV	0.7126	1.462	394	2017-12-04 00:00:00
1162	PCV	2.558	10.84	394	2017-12-04 00:00:00
1163	CDV	9.861	114.6	394	2017-12-04 00:00:00
1164	FOS	107.4	52.97	394	2017-12-04 00:00:00
1165	ACV	0.4171	>40.0	371	2017-09-08 00:00:00
1166	PCV	1.608	>160.0	371	2017-09-08 00:00:00
1167	CDV	5.401	14.39	371	2017-09-08 00:00:00
1168	FOS	68.85	58.65	371	2017-09-08 00:00:00
1169	ACV	1.301	15.77	112	2025-07-30 16:15:44
1170	PCV	9.138	117.6	112	2025-07-30 16:15:44
1171	CDV	29.05	3.91	112	2025-07-30 16:15:44
1172	FOS	318.9	123.4	112	2025-07-30 16:15:44
1173	ACV	0.6465	>40.0	212	2014-12-08 00:00:00
1174	PCV	3.969	>160.0	212	2014-12-08 00:00:00
1175	CDV	9.473	56.85	212	2014-12-08 00:00:00
1176	FOS	143.5	141.4	212	2014-12-08 00:00:00
1177	ACV	0.687	4.489	210	2014-11-10 00:00:00
1178	PCV	2.907	7.841	210	2014-11-10 00:00:00
1179	CDV	6.999	37.03	210	2014-11-10 00:00:00
1180	FOS	85.22	<50.0	210	2014-11-10 00:00:00
1181	ACV	1.044	16.64	518	2020-09-11 00:00:00
1182	CDV	8.717	5.735	518	2020-09-11 00:00:00
1183	FOS	119.6	239.4	518	2020-09-11 00:00:00
1184	ACV	1.277	2.042	610	2022-04-29 00:00:00
1185	FOS	116.5	76.79	610	2022-04-29 00:00:00
1186	ACV	0.8006	15.22	432	2018-06-04 00:00:00
1187	PCV	3.734	96.24	432	2018-06-04 00:00:00
1188	CDV	14.55	2.414	432	2018-06-04 00:00:00
1189	FOS	147.2	73.49	432	2018-06-04 00:00:00
1190	ACV	0.3616	5.062	373	2017-09-11 00:00:00
1191	PCV	1.984	23.04	373	2017-09-11 00:00:00
1192	CDV	5.948	<1.5625	373	2017-09-11 00:00:00
1193	FOS	64.84	<50.0	373	2017-09-11 00:00:00
1194	ACV	0.4909	1.708	337	2017-02-03 00:00:00
1195	PCV	3.57	4.373	337	2017-02-03 00:00:00
1196	CDV	7.630	6.740	337	2017-02-03 00:00:00
1197	FOS	66.6	145.1	337	2017-02-03 00:00:00
1198	ACV	1.739	>40.0	1	2009-06-22 00:00:00
1199	PCV	6.818	124.5	1	2009-06-22 00:00:00
1200	CDV	15.39	2.051	1	2009-06-22 00:00:00
1201	FOS	184.9	<50.0	1	2009-06-22 00:00:00
1202	ACV	1.387	18.18	500	2020-02-14 00:00:00
1203	PCV	4.248	12.43	500	2020-02-14 00:00:00
1204	CDV	13.35	7.347	500	2020-02-14 00:00:00
1205	FOS	136.5	107.2	500	2020-02-14 00:00:00
1206	ACV	0.9060	3.402	330	2016-12-19 00:00:00
1207	PCV	3.020	12.95	330	2016-12-19 00:00:00
1208	CDV	8.147	63.	330	2016-12-19 00:00:00
1209	FOS	82.98	54.99	330	2016-12-19 00:00:00
1210	ACV	0.9779	>40.0	389	2017-11-10 00:00:00
1211	PCV	3.921	>160.0	389	2017-11-10 00:00:00
1212	CDV	10.42	10.91	389	2017-11-10 00:00:00
1213	FOS	145.8	164.6	389	2017-11-10 00:00:00
1214	ACV	0.2849	14.87	573	2021-04-30 00:00:00
1215	CDV	<1.5625	45.09	573	2021-04-30 00:00:00
1216	FOS	62.03	205.7	573	2021-04-30 00:00:00
1217	CDV	2.775	12.36	245	2021-05-24 00:00:00
1218	CDV	13.93	<1.5625	643	2022-09-12 00:00:00
1219	FOS	100.4	130.7	643	2022-09-12 00:00:00
1220	ACV	1.242	>40.0	226	2015-02-16 00:00:00
1221	PCV	3.577	>160.0	226	2015-02-16 00:00:00
1222	CDV	13.34	8.94	226	2015-02-16 00:00:00
1223	FOS	200.9	127.3	226	2015-02-16 00:00:00
1224	ACV	1.040	1.292	615	2022-05-23 00:00:00
1225	CDV	14.77	4.096	615	2022-05-23 00:00:00
1226	FOS	102.8	63.	615	2022-05-23 00:00:00
1227	ACV	1.203	>40.0	91	2012-07-20 00:00:00
1228	PCV	5.559	150.	91	2012-07-20 00:00:00
1229	CDV	10.52	2.743	91	2012-07-20 00:00:00
1230	FOS	144.	96.82	91	2012-07-20 00:00:00
1231	ACV	0.5003	1.751	372	2017-09-15 00:00:00
1232	PCV	1.496	10.52	372	2017-09-15 00:00:00
1233	CDV	5.081	50.79	372	2017-09-15 00:00:00
1234	FOS	58.61	59.2	372	2017-09-15 00:00:00
1235	ACV	<0.15625	<0.15625	142	2013-06-28 00:00:00
1236	PCV	5.000	>160.0	142	2013-06-28 00:00:00
1237	CDV	<1.5625	<1.5625	142	2013-06-28 00:00:00
1238	FOS	<50.0	<50.0	142	2013-06-28 00:00:00
1239	ACV	2.097	1.708	622	2022-07-15 00:00:00
1240	CDV	46.97	30.51	622	2022-07-15 00:00:00
1241	FOS	172.3	146.6	622	2022-07-15 00:00:00
1242	ACV	1.233	2.342	498	2020-01-27 00:00:00
1243	PCV	3.969	4.335	498	2020-01-27 00:00:00
1244	CDV	13.00	8.981	498	2020-01-27 00:00:00
1245	FOS	119.2	109.6	498	2020-01-27 00:00:00
1246	ACV	3.569	3.649	593	2022-02-25 08:58:49
1247	FOS	224.5	125.	593	2022-02-25 08:58:49
1248	ACV	0.9569	38.93	341	2017-03-06 00:00:00
1249	PCV	3.767	142.5	341	2017-03-06 00:00:00
1250	CDV	9.546	1.616	341	2017-03-06 00:00:00
1251	FOS	104.5	64.27	341	2017-03-06 00:00:00
1252	ACV	2.668	1.396	270	2025-07-30 16:15:48
1253	PCV	14.17	18.88	270	2025-07-30 16:15:48
1254	CDV	19.44	94.39	270	2025-07-30 16:15:48
1255	FOS	265.3	101.1	270	2025-07-30 16:15:48
1256	ACV	1.4	>40.0	65	2025-07-30 16:15:43
1257	PCV	4.700	122.4	65	2025-07-30 16:15:43
1258	CDV	11.04	3.508	65	2025-07-30 16:15:43
1259	FOS	164.9	108.3	65	2025-07-30 16:15:43
1260	ACV	0.7945	16.31	670	2023-12-18 00:00:00
1261	CDV	8.707	<1.5625	670	2023-12-18 00:00:00
1262	FOS	65.79	<50.0	670	2023-12-18 00:00:00
1263	ACV	0.5899	30.65	349	2017-05-12 00:00:00
1264	PCV	3.992	25.75	349	2017-05-12 00:00:00
1265	CDV	12.03	13.07	349	2017-05-12 00:00:00
1266	FOS	122.	148.7	349	2017-05-12 00:00:00
1267	ACV	2.471	>40.0	141	2013-06-24 00:00:00
1268	PCV	16.75	>160.0	141	2013-06-24 00:00:00
1269	CDV	29.56	51.23	141	2013-06-24 00:00:00
1270	FOS	206.8	74.5	141	2013-06-24 00:00:00
1271	ACV	3.573	3.402	291	2025-07-30 16:15:48
1272	PCV	16.82	13.44	291	2025-07-30 16:15:48
1273	CDV	32.52	158.7	291	2025-07-30 16:15:48
1274	FOS	315.0	85.27	291	2025-07-30 16:15:48
1275	ACV	0.687	>40.0	209	2014-11-10 00:00:00
1276	PCV	2.907	>160.0	209	2014-11-10 00:00:00
1277	CDV	6.999	3.416	209	2014-11-10 00:00:00
1278	FOS	85.22	62.09	209	2014-11-10 00:00:00
1279	ACV	3.573	13.49	287	2025-07-30 16:15:48
1280	PCV	16.82	8.435	287	2025-07-30 16:15:48
1281	CDV	32.52	2.035	287	2025-07-30 16:15:48
1282	FOS	315.0	58.33	287	2025-07-30 16:15:48
1283	ACV	2.137	1.400	659	2022-12-02 00:00:00
1284	CDV	31.5	23.15	659	2022-12-02 00:00:00
1285	FOS	138.4	117.7	659	2022-12-02 00:00:00
1286	ACV	1.591	13.84	775	2019-07-08 00:00:00
1287	PCV	3.715	16.68	775	2019-07-08 00:00:00
1288	CDV	14.10	43.77	775	2019-07-08 00:00:00
1289	FOS	125.4	>800.0	775	2019-07-08 00:00:00
1290	ACV	3.596	0.5238	74	2012-03-05 00:00:00
1291	PCV	4.377	2.460	74	2012-03-05 00:00:00
1292	CDV	7.559	3.600	74	2012-03-05 00:00:00
1293	FOS	181.6	99.00	74	2012-03-05 00:00:00
1294	ACV	3.417	>40.0	262	2015-12-04 00:00:00
1295	PCV	5.769	>160.0	262	2015-12-04 00:00:00
1296	CDV	22.68	22.71	262	2015-12-04 00:00:00
1297	FOS	261.	<50.0	262	2015-12-04 00:00:00
1298	ACV	2.034	12.21	771	2025-07-30 16:15:54
1299	PCV	5.236	78.74	771	2025-07-30 16:15:54
1300	CDV	11.83	30.52	771	2025-07-30 16:15:54
1301	FOS	137.3	364.3	771	2025-07-30 16:15:54
1302	ACV	1.154	>40.0	71	2012-02-13 00:00:00
1303	PCV	4.615	>160.0	71	2012-02-13 00:00:00
1304	CDV	11.11	17.73	71	2012-02-13 00:00:00
1305	FOS	178.5	186.0	71	2012-02-13 00:00:00
1306	ACV	0.9746	0.9396	453	2018-08-21 00:00:00
1307	PCV	2.409	3.15	453	2018-08-21 00:00:00
1308	CDV	12.79	44.82	453	2018-08-21 00:00:00
1309	FOS	110.6	<50.0	453	2018-08-21 00:00:00
1310	ACV	0.2480	>40.0	411	2018-04-09 00:00:00
1311	PCV	3.893	>160.0	411	2018-04-09 00:00:00
1312	CDV	2.480	10.52	411	2018-04-09 00:00:00
1313	FOS	81.05	255.3	411	2018-04-09 00:00:00
1314	ACV	0.9186	>40.0	393	2017-11-27 00:00:00
1315	PCV	3.196	>160.0	393	2017-11-27 00:00:00
1316	CDV	11.96	56.91	393	2017-11-27 00:00:00
1317	FOS	107.8	71.32	393	2017-11-27 00:00:00
1318	ACV	1.169	>40.0	647	2022-09-30 00:00:00
1319	CDV	17.39	4.003	647	2022-09-30 00:00:00
1320	FOS	76.08	76.28	647	2022-09-30 00:00:00
1321	ACV	1.914	2.996	221	2015-02-02 00:00:00
1322	PCV	6.203	4.11	221	2015-02-02 00:00:00
1323	CDV	13.17	10.13	221	2015-02-02 00:00:00
1324	FOS	210.7	101.4	221	2015-02-02 00:00:00
1325	FOS	146.2	105.8	654	2022-11-14 00:00:00
1326	ACV	1.155	2.655	522	2020-10-19 00:00:00
1327	CDV	5.106	120.8	522	2020-10-19 00:00:00
1328	FOS	101.2	114.9	522	2020-10-19 00:00:00
1329	ACV	2.080	>40.0	277	2025-07-30 16:15:48
1330	PCV	6.547	>160.0	277	2025-07-30 16:15:48
1331	CDV	12.72	6.294	277	2025-07-30 16:15:48
1332	FOS	157.6	121.9	277	2025-07-30 16:15:48
1333	ACV	2.034	>40.0	769	2025-07-30 16:15:54
1334	PCV	5.236	>160.0	769	2025-07-30 16:15:54
1335	CDV	11.83	43.53	769	2025-07-30 16:15:54
1336	FOS	137.3	112.2	769	2025-07-30 16:15:54
1337	ACV	0.3883	>40.0	348	2017-05-08 00:00:00
1338	PCV	0.8953	20.00	348	2017-05-08 00:00:00
1339	CDV	2.271	3.04	348	2017-05-08 00:00:00
1340	FOS	66.08	145.9	348	2017-05-08 00:00:00
1341	ACV	1.343	0.6689	692	2023-06-05 00:00:00
1342	CDV	9.281	2.807	692	2023-06-05 00:00:00
1343	FOS	66.94	54.67	692	2023-06-05 00:00:00
1344	ACV	2.269	0.7221	591	2022-01-24 00:00:00
1345	CDV	16.51	5.611	591	2022-01-24 00:00:00
1346	FOS	82.80	57.25	591	2022-01-24 00:00:00
1347	ACV	0.4376	14.3	211	2014-11-17 00:00:00
1348	PCV	3.355	60.03	211	2014-11-17 00:00:00
1349	CDV	5.208	<1.5625	211	2014-11-17 00:00:00
1350	FOS	117.2	<50.0	211	2014-11-17 00:00:00
1351	ACV	0.724	6.044	335	2017-01-20 00:00:00
1352	PCV	2.169	10.61	335	2017-01-20 00:00:00
1353	CDV	5.719	6.631	335	2017-01-20 00:00:00
1354	FOS	74.57	168.6	335	2017-01-20 00:00:00
1355	ACV	1.867	2.611	600	2022-03-04 00:00:00
1356	FOS	156.4	90.98	600	2022-03-04 00:00:00
1357	ACV	1.155	21.06	523	2020-10-19 00:00:00
1358	CDV	5.106	3.267	523	2020-10-19 00:00:00
1359	FOS	101.2	275.2	523	2020-10-19 00:00:00
1360	ACV	1.203	>40.0	92	2012-07-20 00:00:00
1361	PCV	5.559	140.1	92	2012-07-20 00:00:00
1362	CDV	10.52	3.152	92	2012-07-20 00:00:00
1363	FOS	144.	211.6	92	2012-07-20 00:00:00
1364	ACV	2.419	>40.0	297	2025-07-30 16:15:48
1365	PCV	6.341	>160.0	297	2025-07-30 16:15:48
1366	CDV	24.19	49.50	297	2025-07-30 16:15:48
1367	FOS	230.3	103.8	297	2025-07-30 16:15:48
1368	ACV	1.082	>40.0	236	2015-05-01 00:00:00
1369	PCV	4.588	>160.0	236	2015-05-01 00:00:00
1370	CDV	7.124	10.82	236	2015-05-01 00:00:00
1371	FOS	124.0	61.13	236	2015-05-01 00:00:00
1372	ACV	1.101	16.58	331	2017-01-09 00:00:00
1373	PCV	2.742	12.25	331	2017-01-09 00:00:00
1374	CDV	8.343	3.988	331	2017-01-09 00:00:00
1375	FOS	82.49	69.94	331	2017-01-09 00:00:00
1376	ACV	1.315	14.67	93	2012-07-30 00:00:00
1377	PCV	6.431	>160.0	93	2012-07-30 00:00:00
1378	CDV	9.233	3.413	93	2012-07-30 00:00:00
1379	FOS	202.0	83.97	93	2012-07-30 00:00:00
1380	ACV	0.8417	17.12	14	2010-06-14 00:00:00
1381	PCV	4.35	>160.0	14	2010-06-14 00:00:00
1382	CDV	11.49	5.96	14	2010-06-14 00:00:00
1383	FOS	151.5	<50.0	14	2010-06-14 00:00:00
1384	ACV	0.2016	3.196	579	2021-05-17 00:00:00
1385	FOS	<50.0	63.91	579	2021-05-17 00:00:00
1386	ACV	0.7788	0.8746	590	2022-01-28 00:00:00
1387	CDV	2.598	38.93	590	2022-01-28 00:00:00
1388	FOS	<50.0	87.39	590	2022-01-28 00:00:00
1389	ACV	1.400	1.339	642	2022-09-16 00:00:00
1390	ACV	1.088	>40.0	439	2018-06-18 00:00:00
1391	PCV	4.204	>160.0	439	2018-06-18 00:00:00
1392	CDV	9.921	52.87	439	2018-06-18 00:00:00
1393	FOS	136.1	115.5	439	2018-06-18 00:00:00
1394	ACV	1.117	>40.0	339	2025-07-30 16:15:49
1395	PCV	2.909	82.79	339	2025-07-30 16:15:49
1396	CDV	11.82	1.941	339	2025-07-30 16:15:49
1397	FOS	78.63	50.36	339	2025-07-30 16:15:49
1398	ACV	1.353	>40.0	468	2019-04-05 00:00:00
1399	PCV	2.618	>160.0	468	2019-04-05 00:00:00
1400	CDV	10.17	113.4	468	2019-04-05 00:00:00
1401	FOS	111.8	116.5	468	2019-04-05 00:00:00
1402	ACV	0.9305	3.874	493	2019-11-22 00:00:00
1403	PCV	3.694	3.086	493	2019-11-22 00:00:00
1404	CDV	11.53	11.34	493	2019-11-22 00:00:00
1405	FOS	72.92	76.14	493	2019-11-22 00:00:00
1406	ACV	2.237	17.76	156	2025-07-30 16:15:45
1407	PCV	9.921	98.35	156	2025-07-30 16:15:45
1408	CDV	16.37	2.309	156	2025-07-30 16:15:45
1409	FOS	239.0	89.95	156	2025-07-30 16:15:45
