	DRUG	CTRL	EC50	PARENT_ID	DATE
474	ACV	2.429	15.69	751	2025-05-02 00:00:00
475	CDV	13.78	23.05	751	2025-05-02 00:00:00
476	FOS	110.7	724.2	751	2025-05-02 00:00:00
477	ACV	1.242	1.371	225	2015-02-16 00:00:00
478	PCV	3.577	7.615	225	2015-02-16 00:00:00
479	CDV	13.34	68.41	225	2015-02-16 00:00:00
480	FOS	200.9	73.49	225	2015-02-16 00:00:00
481	ACV	0.7189	18.96	425	2018-05-14 00:00:00
482	PCV	2.659	74.64	425	2018-05-14 00:00:00
483	CDV	10.95	3.125	425	2018-05-14 00:00:00
484	FOS	139.1	68.52	425	2018-05-14 00:00:00
485	ACV	1.527	0.5161	299	2025-07-30 16:15:48
486	PCV	4.657	2.054	299	2025-07-30 16:15:48
487	CDV	15.45	10.97	299	2025-07-30 16:15:48
488	FOS	235.1	66.74	299	2025-07-30 16:15:48
489	ACV	0.8937	4.597	233	2015-04-17 00:00:00
490	PCV	3.991	10.16	233	2015-04-17 00:00:00
491	CDV	8.637	120.9	233	2015-04-17 00:00:00
492	FOS	136.6	114.0	233	2015-04-17 00:00:00
493	ACV	3.349	>40.0	82	2011-05-07 00:00:00
494	PCV	13.34	66.65	82	2011-05-07 00:00:00
495	CDV	21.30	11.8	82	2011-05-07 00:00:00
496	FOS	355.0	244.1	82	2011-05-07 00:00:00
497	ACV	1.885	0.9921	596	2022-02-28 00:00:00
498	CDV	37.22	29.16	596	2022-02-28 00:00:00
499	FOS	148.7	122.8	596	2022-02-28 00:00:00
500	ACV	0.7145	18.	450	2018-08-13 00:00:00
501	PCV	1.316	23.37	450	2018-08-13 00:00:00
502	CDV	10.00	82.62	450	2018-08-13 00:00:00
503	FOS	110.3	241.7	450	2018-08-13 00:00:00
504	ACV	0.6735	33.39	57	2011-10-25 00:00:00
505	PCV	2.582	>160.0	57	2011-10-25 00:00:00
506	CDV	8.856	3.153	57	2011-10-25 00:00:00
507	FOS	222.7	86.16	57	2011-10-25 00:00:00
508	ACV	0.5899	16.9	354	2017-05-12 00:00:00
509	PCV	3.992	101.7	354	2017-05-12 00:00:00
510	CDV	12.03	8.133	354	2017-05-12 00:00:00
511	FOS	122.	121.3	354	2017-05-12 00:00:00
512	ACV	1.041	0.541	531	2020-12-11 00:00:00
513	CDV	19.45	4.216	531	2020-12-11 00:00:00
514	FOS	151.7	77.64	531	2020-12-11 00:00:00
515	ACV	0.7307	13.55	417	2018-04-27 00:00:00
516	PCV	3.752	34.62	417	2018-04-27 00:00:00
517	CDV	9.364	50.73	417	2018-04-27 00:00:00
518	FOS	113.3	531.9	417	2018-04-27 00:00:00
519	CDV	16.61	<1.5625	704	2023-10-09 00:00:00
520	ACV	1.287	4.301	113	2025-07-30 16:15:44
521	PCV	10.68	11.49	113	2025-07-30 16:15:44
522	CDV	16.82	32.73	113	2025-07-30 16:15:44
523	FOS	265.4	>800.0	113	2025-07-30 16:15:44
524	PRI	0.0109	0.02345	741	2025-06-03 00:00:00
525	ACV	0.302	0.7875	367	2017-08-14 00:00:00
526	PCV	1.499	12.91	367	2017-08-14 00:00:00
527	CDV	4.137	23.15	367	2017-08-14 00:00:00
528	FOS	69.78	<50.0	367	2017-08-14 00:00:00
529	ACV	0.229	13.70	582	2021-06-28 00:00:00
530	CDV	<1.5625	<1.5625	582	2021-06-28 00:00:00
531	FOS	55.51	<50.0	582	2021-06-28 00:00:00
532	ACV	0.8229	2.199	445	2018-07-27 00:00:00
533	PCV	4.156	13.88	445	2018-07-27 00:00:00
534	CDV	8.212	134.	445	2018-07-27 00:00:00
535	FOS	95.65	100.9	445	2018-07-27 00:00:00
536	ACV	0.9751	2.806	636	2022-09-26 00:00:00
537	ACV	1.095	0.2754	717	2024-03-04 00:00:00
538	CDV	13.15	5.646	717	2024-03-04 00:00:00
539	FOS	96.57	58.27	717	2024-03-04 00:00:00
540	ACV	0.6792	5.846	459	2018-10-08 00:00:00
541	PCV	2.115	4.701	459	2018-10-08 00:00:00
542	CDV	5.173	7.556	459	2018-10-08 00:00:00
543	FOS	136.8	129.2	459	2018-10-08 00:00:00
544	ACV	1.277	1.491	749	2025-06-06 00:00:00
545	CDV	6.699	9.732	749	2025-06-06 00:00:00
546	FOS	57.56	61.77	749	2025-06-06 00:00:00
547	ACV	1.058	>40.0	399	2017-12-18 00:00:00
548	PCV	4.232	>160.0	399	2017-12-18 00:00:00
549	CDV	12.6	28.68	399	2017-12-18 00:00:00
550	FOS	107.4	130.1	399	2017-12-18 00:00:00
551	ACV	0.6383	>40.0	477	2019-09-02 00:00:00
552	PCV	2.098	>160.0	477	2019-09-02 00:00:00
553	CDV	3.702	<1.5625	477	2019-09-02 00:00:00
554	FOS	66.45	74.58	477	2019-09-02 00:00:00
555	ACV	0.7189	2.315	424	2018-05-14 00:00:00
556	PCV	2.659	3.214	424	2018-05-14 00:00:00
557	CDV	10.95	7.4	424	2018-05-14 00:00:00
558	FOS	139.1	453.5	424	2018-05-14 00:00:00
559	ACV	0.9921	0.9921	322	2016-11-04 00:00:00
560	PCV	3.362	9.548	322	2016-11-04 00:00:00
561	CDV	11.29	28.06	322	2016-11-04 00:00:00
562	FOS	125.2	89.78	322	2016-11-04 00:00:00
563	ACV	1.044	>40.0	205	2014-10-24 00:00:00
564	PCV	4.174	>160.0	205	2014-10-24 00:00:00
565	CDV	9.977	11.35	205	2014-10-24 00:00:00
566	FOS	138.8	57.77	205	2014-10-24 00:00:00
567	ACV	1.768	14.52	47	2011-08-30 00:00:00
568	PCV	9.106	85.05	47	2011-08-30 00:00:00
569	CDV	21.12	2.470	47	2011-08-30 00:00:00
570	FOS	291.5	73.69	47	2011-08-30 00:00:00
571	ACV	0.9608	0.9687	174	2014-03-10 00:00:00
572	PCV	4.308	7.568	174	2014-03-10 00:00:00
573	CDV	9.460	43.47	174	2014-03-10 00:00:00
574	FOS	170.8	59.2	174	2014-03-10 00:00:00
575	ACV	2.191	7.937	676	2023-02-24 00:00:00
576	CDV	19.00	31.37	676	2023-02-24 00:00:00
577	FOS	<50.0	78.63	676	2023-02-24 00:00:00
578	ACV	1.024	3.206	168	2014-01-24 00:00:00
579	PCV	3.786	11.41	168	2014-01-24 00:00:00
580	CDV	9.783	103.2	168	2014-01-24 00:00:00
581	FOS	141.8	122.1	168	2014-01-24 00:00:00
582	ACV	1.507	>40.0	724	2024-06-17 00:00:00
583	CDV	26.14	7.214	724	2024-06-17 00:00:00
584	FOS	122.2	91.36	724	2024-06-17 00:00:00
585	ACV	1.169	37.64	648	2022-09-30 00:00:00
586	CDV	17.39	1.917	648	2022-09-30 00:00:00
587	FOS	76.08	<50.0	648	2022-09-30 00:00:00
588	ACV	2.434	17.27	289	2025-07-30 16:15:48
589	PCV	7.012	7.937	289	2025-07-30 16:15:48
590	CDV	22.36	2.720	289	2025-07-30 16:15:48
591	FOS	211.1	<50.0	289	2025-07-30 16:15:48
592	ACV	0.7232	1.809	380	2017-09-29 00:00:00
593	PCV	3.078	13.17	380	2017-09-29 00:00:00
594	CDV	9.364	52.79	380	2017-09-29 00:00:00
595	FOS	50.	68.88	380	2017-09-29 00:00:00
596	ACV	0.3616	>40.0	376	2017-09-11 00:00:00
597	PCV	1.984	>160.0	376	2017-09-11 00:00:00
598	CDV	5.948	7.466	376	2017-09-11 00:00:00
599	FOS	64.84	<50.0	376	2017-09-11 00:00:00
600	ACV	0.7619	0.8594	383	2017-10-13 00:00:00
601	PCV	3.618	3.234	383	2017-10-13 00:00:00
602	CDV	5.937	12.50	383	2017-10-13 00:00:00
603	FOS	85.72	66.63	383	2017-10-13 00:00:00
604	ACV	1.104	1.701	720	2024-03-08 00:00:00
605	FOS	82.03	90.24	720	2024-03-08 00:00:00
606	ACV	1.429	2.477	663	2022-12-23 00:00:00
607	ACV	1.464	2.406	543	2021-01-25 00:00:00
608	CDV	30.97	52.97	543	2021-01-25 00:00:00
609	FOS	227.1	238.7	543	2021-01-25 00:00:00
610	ACV	0.9721	>40.0	18	2010-08-09 00:00:00
611	PCV	3.943	>160.0	18	2010-08-09 00:00:00
612	CDV	9.867	56.12	18	2010-08-09 00:00:00
613	FOS	150.4	741.9	18	2010-08-09 00:00:00
614	ACV	0.8938	>40.0	388	2017-11-06 00:00:00
615	PCV	3.746	>160.0	388	2017-11-06 00:00:00
616	CDV	9.287	8.967	388	2017-11-06 00:00:00
617	FOS	113.4	156.0	388	2017-11-06 00:00:00
618	ACV	1.521	>40.0	747	2025-04-04 00:00:00
619	FOS	117.7	143.4	747	2025-04-04 00:00:00
620	ACV	0.6375	4.811	217	2015-01-09 00:00:00
621	PCV	3.15	3.789	217	2015-01-09 00:00:00
622	CDV	6.097	<1.5625	217	2015-01-09 00:00:00
623	FOS	105.4	<50.0	217	2015-01-09 00:00:00
624	ACV	0.8403	26.19	710	2023-11-16 00:00:00
625	CDV	10.49	2.969	710	2023-11-16 00:00:00
626	FOS	75.11	76.72	710	2023-11-16 00:00:00
627	ACV	1.682	4.454	28	2010-12-20 00:00:00
628	PCV	5.544	29.72	28	2010-12-20 00:00:00
629	CDV	11.32	<1.5625	28	2010-12-20 00:00:00
630	FOS	200.	<50.0	28	2010-12-20 00:00:00
631	FOS	146.2	137.8	658	2022-11-14 00:00:00
632	ACV	2.985	>40.0	143	2013-06-21 00:00:00
633	PCV	13.76	>160.0	143	2013-06-21 00:00:00
634	CDV	21.7	28.79	143	2013-06-21 00:00:00
635	FOS	240.3	<50.0	143	2013-06-21 00:00:00
636	ACV	1.056	0.6014	196	2014-09-08 00:00:00
637	PCV	3.991	3.802	196	2014-09-08 00:00:00
638	CDV	8.44	22.27	196	2014-09-08 00:00:00
639	FOS	116.0	124.7	196	2014-09-08 00:00:00
640	ACV	1.492	>40.0	791	2019-07-08 00:00:00
641	PCV	3.480	99.43	791	2019-07-08 00:00:00
642	CDV	11.95	15.99	791	2019-07-08 00:00:00
643	FOS	122.6	127.2	791	2019-07-08 00:00:00
644	ACV	1.719	5.736	250	2015-08-14 00:00:00
645	PCV	4.475	6.104	250	2015-08-14 00:00:00
646	CDV	16.11	26.3	250	2015-08-14 00:00:00
647	FOS	116.7	130.7	250	2015-08-14 00:00:00
648	ACV	1.114	13.12	442	2018-07-13 00:00:00
649	PCV	2.275	3.435	442	2018-07-13 00:00:00
650	CDV	8.375	15.60	442	2018-07-13 00:00:00
651	FOS	103.9	60.5	442	2018-07-13 00:00:00
652	ACV	1.139	0.8505	21	2010-08-09 00:00:00
653	PCV	4.209	1.316	21	2010-08-09 00:00:00
654	CDV	7.948	11.04	21	2010-08-09 00:00:00
655	FOS	159.9	95.69	21	2010-08-09 00:00:00
656	ACV	1.343	3.446	695	2023-06-05 00:00:00
657	FOS	66.94	61.46	695	2023-06-05 00:00:00
658	ACV	0.8432	>40.0	235	2015-04-24 00:00:00
659	PCV	2.707	>160.0	235	2015-04-24 00:00:00
660	CDV	8.928	2.397	235	2015-04-24 00:00:00
661	FOS	130.9	74.16	235	2015-04-24 00:00:00
662	ACV	1.529	0.1611	665	2022-12-12 00:00:00
663	FOS	118.6	<50.0	665	2022-12-12 00:00:00
664	ACV	0.9287	4.193	478	2019-09-16 00:00:00
665	PCV	1.649	19.14	478	2019-09-16 00:00:00
666	CDV	4.08	106.6	478	2019-09-16 00:00:00
667	FOS	65.65	110.9	478	2019-09-16 00:00:00
668	CDV	<1.5625	25.98	538	2021-04-30 00:00:00
669	ACV	0.5761	13.13	369	2017-08-25 00:00:00
670	PCV	3.07	48.49	369	2017-08-25 00:00:00
671	CDV	5.066	<1.5625	369	2017-08-25 00:00:00
672	FOS	68.04	<50.0	369	2017-08-25 00:00:00
673	ACV	2.201	>40.0	184	2025-07-30 16:15:46
674	PCV	7.153	>160.0	184	2025-07-30 16:15:46
675	CDV	11.51	108.0	184	2025-07-30 16:15:46
676	FOS	139.1	127.6	184	2025-07-30 16:15:46
677	ACV	1.556	0.9921	243	2025-07-30 16:15:47
678	PCV	3.938	3.276	243	2025-07-30 16:15:47
679	CDV	4.119	5.502	243	2025-07-30 16:15:47
680	FOS	107.5	70.41	243	2025-07-30 16:15:47
681	ACV	0.625	>40.0	359	2017-06-30 00:00:00
682	PCV	2.036	>160.0	359	2017-06-30 00:00:00
683	CDV	10.42	11.70	359	2017-06-30 00:00:00
684	FOS	79.37	112.8	359	2017-06-30 00:00:00
685	ACV	1.873	0.4487	134	2013-05-03 00:00:00
686	PCV	8.771	2.760	134	2013-05-03 00:00:00
687	CDV	19.03	14.87	134	2013-05-03 00:00:00
688	FOS	218.5	86.47	134	2013-05-03 00:00:00
689	ACV	1.072	1.056	469	2019-03-29 00:00:00
690	PCV	2.932	3.674	469	2019-03-29 00:00:00
691	CDV	4.873	8.973	469	2019-03-29 00:00:00
692	FOS	88.07	83.55	469	2019-03-29 00:00:00
693	CDV	43.25	54.57	526	2021-01-29 00:00:00
694	ACV	0.7667	3.386	412	2018-04-13 00:00:00
695	PCV	2.747	4.928	412	2018-04-13 00:00:00
696	CDV	10.39	12.27	412	2018-04-13 00:00:00
697	FOS	134.9	114.3	412	2018-04-13 00:00:00
698	ACV	0.6465	0.5627	213	2014-12-08 00:00:00
699	PCV	3.969	9.410	213	2014-12-08 00:00:00
700	CDV	9.473	73.15	213	2014-12-08 00:00:00
701	FOS	143.5	89.09	213	2014-12-08 00:00:00
702	ACV	2.560	>40.0	737	2025-03-17 00:00:00
703	CDV	14.20	35.77	737	2025-03-17 00:00:00
704	FOS	129.2	69.94	737	2025-03-17 00:00:00
705	ACV	1.613	18.81	485	2019-10-11 00:00:00
706	PCV	4.747	18.98	485	2019-10-11 00:00:00
707	CDV	22.91	3.058	485	2019-10-11 00:00:00
708	FOS	150.8	86.55	485	2019-10-11 00:00:00
709	ACV	1.563	10.65	150	2013-07-19 00:00:00
710	PCV	10.09	78.59	150	2013-07-19 00:00:00
711	CDV	18.81	1.832	150	2013-07-19 00:00:00
712	FOS	174.4	<50.0	150	2013-07-19 00:00:00
713	ACV	2.059	14.85	43	2011-08-18 00:00:00
714	PCV	5.946	28.54	43	2011-08-18 00:00:00
715	CDV	11.51	116.4	43	2011-08-18 00:00:00
716	FOS	202.	142.6	43	2011-08-18 00:00:00
717	ACV	1.591	3.246	777	2019-07-08 00:00:00
718	PCV	3.715	10.25	777	2019-07-08 00:00:00
719	CDV	14.10	63.	777	2019-07-08 00:00:00
720	FOS	125.4	259.9	777	2019-07-08 00:00:00
721	ACV	1.022	14.56	89	2025-07-30 16:15:44
722	PCV	4.102	31.75	89	2025-07-30 16:15:44
723	CDV	12.07	<1.5625	89	2025-07-30 16:15:44
724	FOS	191.3	64.41	89	2025-07-30 16:15:44
725	ACV	0.9652	35.42	719	2024-03-18 00:00:00
726	CDV	13.97	12.39	719	2024-03-18 00:00:00
727	FOS	55.55	126.6	719	2024-03-18 00:00:00
728	ACV	2.985	>40.0	140	2013-06-21 00:00:00
729	PCV	13.76	>160.0	140	2013-06-21 00:00:00
730	CDV	21.7	31.5	140	2013-06-21 00:00:00
731	FOS	240.3	81.23	140	2013-06-21 00:00:00
732	CDV	7.619	13.54	400	2017-12-22 00:00:00
733	ACV	1.932	>40.0	781	2019-06-14 00:00:00
734	PCV	3.225	>160.0	781	2019-06-14 00:00:00
735	CDV	10.65	4.252	781	2019-06-14 00:00:00
736	FOS	105.	111.	781	2019-06-14 00:00:00
737	ACV	1.032	7.349	230	2015-03-20 00:00:00
738	PCV	3.726	6.102	230	2015-03-20 00:00:00
739	CDV	11.22	11.3	230	2015-03-20 00:00:00
740	FOS	161.5	105.3	230	2015-03-20 00:00:00
741	ACV	1.413	22.94	20	2010-08-09 00:00:00
742	PCV	4.297	85.51	20	2010-08-09 00:00:00
743	CDV	9.253	<1.5625	20	2010-08-09 00:00:00
744	FOS	210.7	74.71	20	2010-08-09 00:00:00
745	ACV	1.464	2.406	525	2021-01-25 00:00:00
746	CDV	30.97	52.97	525	2021-01-25 00:00:00
747	FOS	227.1	238.7	525	2021-01-25 00:00:00
748	ACV	0.6174	20.82	384	2017-10-23 00:00:00
749	PCV	4.313	94.04	384	2017-10-23 00:00:00
750	CDV	8.396	<1.5625	384	2017-10-23 00:00:00
751	FOS	92.40	<50.0	384	2017-10-23 00:00:00
752	ACV	1.169	>40.0	645	2022-09-30 00:00:00
753	FOS	76.08	121.8	645	2022-09-30 00:00:00
754	ACV	0.7106	4.9	730	2024-09-27 00:00:00
755	CDV	4.707	16.65	730	2024-09-27 00:00:00
756	FOS	<50.0	95.71	730	2024-09-27 00:00:00
757	ACV	1.094	11.01	78	2012-04-20 00:00:00
758	PCV	5.053	26.48	78	2012-04-20 00:00:00
759	CDV	10.19	43.23	78	2012-04-20 00:00:00
760	FOS	144.1	73.69	78	2012-04-20 00:00:00
761	ACV	0.8992	7.236	669	2023-12-15 00:00:00
762	CDV	12.04	7.919	669	2023-12-15 00:00:00
763	FOS	69.39	133.0	669	2023-12-15 00:00:00
764	ACV	1.127	>40.0	167	2013-12-23 00:00:00
765	PCV	6.573	>160.0	167	2013-12-23 00:00:00
766	CDV	14.58	6.969	167	2013-12-23 00:00:00
767	FOS	255.2	591.7	167	2013-12-23 00:00:00
768	ACV	1.355	>40.0	73	2025-07-30 16:15:44
769	PCV	5.448	>160.0	73	2025-07-30 16:15:44
770	CDV	9.841	28.20	73	2025-07-30 16:15:44
771	FOS	148.8	63.86	73	2025-07-30 16:15:44
772	ACV	1.044	14.29	437	2018-06-08 00:00:00
773	PCV	4.912	4.918	437	2018-06-08 00:00:00
774	CDV	17.45	50.9	437	2018-06-08 00:00:00
775	FOS	126.	71.19	437	2018-06-08 00:00:00
776	ACV	1.157	14.14	253	2015-09-07 00:00:00
777	PCV	4.529	80.	253	2015-09-07 00:00:00
778	CDV	8.839	<1.5625	253	2015-09-07 00:00:00
779	FOS	133.5	50.	253	2015-09-07 00:00:00
780	ACV	3.191	0.3306	51	2011-09-23 00:00:00
781	PCV	6.659	1.458	51	2011-09-23 00:00:00
782	CDV	18.44	11.23	51	2011-09-23 00:00:00
783	FOS	252.	<50.0	51	2011-09-23 00:00:00
784	ACV	0.5723	>40.0	479	2019-10-04 00:00:00
785	PCV	2.143	>160.0	479	2019-10-04 00:00:00
786	CDV	8.785	9.921	479	2019-10-04 00:00:00
787	FOS	96.75	>800.0	479	2019-10-04 00:00:00
788	ACV	<0.15625	14.30	556	2021-02-26 00:00:00
789	CDV	2.984	2.549	556	2021-02-26 00:00:00
790	FOS	50.35	77.30	556	2021-02-26 00:00:00
791	ACV	1.824	3.248	11	2010-03-29 00:00:00
792	PCV	6.928	23.02	11	2010-03-29 00:00:00
793	CDV	14.13	<1.5625	11	2010-03-29 00:00:00
794	FOS	223.3	<50.0	11	2010-03-29 00:00:00
795	ACV	1.397	0.6212	139	2013-06-07 00:00:00
796	PCV	4.945	9.900	139	2013-06-07 00:00:00
797	CDV	11.71	110.9	139	2013-06-07 00:00:00
798	FOS	130.8	59.	139	2013-06-07 00:00:00
799	ACV	2.615	33.25	284	2025-07-30 16:15:48
800	PCV	7.038	>160.0	284	2025-07-30 16:15:48
801	CDV	20.78	4.318	284	2025-07-30 16:15:48
802	FOS	201.2	57.77	284	2025-07-30 16:15:48
803	ACV	1.074	>40.0	391	2017-11-24 00:00:00
804	PCV	3.308	>160.0	391	2017-11-24 00:00:00
805	CDV	13.44	48.11	391	2017-11-24 00:00:00
806	FOS	109.9	102.2	391	2017-11-24 00:00:00
807	ACV	1.996	>40.0	739	2025-02-17 00:00:00
808	FOS	71.58	59.34	739	2025-02-17 00:00:00
809	ACV	2.615	16.87	288	2025-07-30 16:15:48
810	PCV	7.038	9.343	288	2025-07-30 16:15:48
811	CDV	20.78	3.161	288	2025-07-30 16:15:48
812	FOS	201.2	69.47	288	2025-07-30 16:15:48
813	ACV	2.560	>40.0	740	2025-03-17 00:00:00
814	CDV	14.20	<1.5625	740	2025-03-17 00:00:00
815	FOS	129.2	57.69	740	2025-03-17 00:00:00
816	ACV	1.311	11.95	38	2011-07-18 00:00:00
817	PCV	6.25	87.98	38	2011-07-18 00:00:00
818	CDV	8.878	<1.5625	38	2011-07-18 00:00:00
819	FOS	203.1	54.30	38	2011-07-18 00:00:00
820	ACV	1.233	19.30	497	2020-01-27 00:00:00
821	PCV	3.969	32.87	497	2020-01-27 00:00:00
822	CDV	13.00	<1.5625	497	2020-01-27 00:00:00
823	FOS	119.2	61.91	497	2020-01-27 00:00:00
824	ACV	1.666	>40.0	693	2023-06-09 00:00:00
825	CDV	11.06	4.171	693	2023-06-09 00:00:00
826	FOS	70.9	77.11	693	2023-06-09 00:00:00
827	ACV	1.622	0.6006	481	2019-10-11 00:00:00
828	PCV	4.77	2.519	481	2019-10-11 00:00:00
829	CDV	23.05	11.78	481	2019-10-11 00:00:00
830	FOS	151.8	91.52	481	2019-10-11 00:00:00
831	ACV	1.807	>40.0	280	2025-07-30 16:15:48
832	PCV	6.459	>160.0	280	2025-07-30 16:15:48
833	CDV	23.15	10.76	280	2025-07-30 16:15:48
834	FOS	295.8	79.37	280	2025-07-30 16:15:48
835	ACV	1.095	36.82	718	2024-03-04 00:00:00
836	CDV	13.15	14.51	718	2024-03-04 00:00:00
837	FOS	96.57	162.5	718	2024-03-04 00:00:00
838	ACV	1.693	2.055	54	2011-10-03 00:00:00
839	PCV	7.236	6.804	54	2011-10-03 00:00:00
840	CDV	17.01	32.66	54	2011-10-03 00:00:00
841	FOS	247.4	139.5	54	2011-10-03 00:00:00
842	ACV	1.376	24.32	164	2013-12-02 00:00:00
843	PCV	4.365	>160.0	164	2013-12-02 00:00:00
844	CDV	12.79	4.238	164	2013-12-02 00:00:00
845	FOS	171.7	78.54	164	2013-12-02 00:00:00
846	ACV	1.654	0.8238	149	2013-07-26 00:00:00
847	PCV	5.215	2.435	149	2013-07-26 00:00:00
848	CDV	14.95	10.95	149	2013-07-26 00:00:00
849	FOS	209.3	87.56	149	2013-07-26 00:00:00
850	CDV	13.93	<1.5625	640	2022-09-12 00:00:00
851	FOS	100.4	<50.0	640	2022-09-12 00:00:00
852	ACV	0.3104	2.137	552	2021-02-12 00:00:00
853	CDV	9.646	32.73	552	2021-02-12 00:00:00
854	FOS	65.04	162.6	552	2021-02-12 00:00:00
855	ACV	0.8702	3.175	52	2011-09-16 00:00:00
856	PCV	5.139	9.389	52	2011-09-16 00:00:00
857	CDV	14.82	100.0	52	2011-09-16 00:00:00
858	FOS	223.6	74.3	52	2011-09-16 00:00:00
859	CDV	3.428	17.57	572	2021-05-14 00:00:00
860	ACV	1.476	3.229	722	2024-04-30 09:59:56
861	CDV	11.75	50.71	722	2024-04-30 09:59:56
862	FOS	59.36	78.14	722	2024-04-30 09:59:56
863	ACV	2.152	>40.0	76	2025-07-30 16:15:44
864	PCV	5.499	>160.0	76	2025-07-30 16:15:44
865	CDV	9.287	<1.5625	76	2025-07-30 16:15:44
866	FOS	186.6	147.8	76	2025-07-30 16:15:44
867	ACV	0.2480	>40.0	570	2021-04-26 00:00:00
868	CDV	4.894	2.711	570	2021-04-26 00:00:00
869	FOS	60.62	100.8	570	2021-04-26 00:00:00
870	ACV	1.101	37.41	332	2017-01-09 00:00:00
871	PCV	2.742	7.663	332	2017-01-09 00:00:00
872	CDV	8.343	2.467	332	2017-01-09 00:00:00
873	FOS	82.49	61.91	332	2017-01-09 00:00:00
874	ACV	0.9921	>40.0	320	2016-11-04 00:00:00
875	PCV	3.362	>160.0	320	2016-11-04 00:00:00
876	CDV	11.29	3.441	320	2016-11-04 00:00:00
877	FOS	125.2	128.8	320	2016-11-04 00:00:00
878	ACV	1.185	>40.0	138	2013-06-03 00:00:00
879	PCV	4.681	22.72	138	2013-06-03 00:00:00
880	CDV	14.55	5.686	138	2013-06-03 00:00:00
881	FOS	164.5	142.8	138	2013-06-03 00:00:00
882	ACV	0.7711	0.5529	357	2017-06-09 00:00:00
883	PCV	2.003	2.266	357	2017-06-09 00:00:00
884	CDV	7.089	9.665	357	2017-06-09 00:00:00
885	FOS	104.6	118.8	357	2017-06-09 00:00:00
886	ACV	2.757	>40.0	189	2025-07-30 16:15:46
887	PCV	9.896	>160.0	189	2025-07-30 16:15:46
888	CDV	14.13	2.590	189	2025-07-30 16:15:46
889	FOS	185.5	115.0	189	2025-07-30 16:15:46
890	ACV	1.400	3.173	634	2022-09-16 00:00:00
891	ACV	1.023	2.545	126	2025-07-30 16:15:45
892	PCV	7.152	56.19	126	2025-07-30 16:15:45
893	CDV	10.90	101.8	126	2025-07-30 16:15:45
894	FOS	142.8	222.6	126	2025-07-30 16:15:45
895	ACV	1.873	>40.0	133	2013-05-03 00:00:00
896	PCV	8.771	>160.0	133	2013-05-03 00:00:00
897	CDV	19.03	9.078	133	2013-05-03 00:00:00
898	FOS	218.5	128.9	133	2013-05-03 00:00:00
899	ACV	1.039	13.93	783	2019-06-21 00:00:00
900	PCV	3.324	14.23	783	2019-06-21 00:00:00
901	CDV	8.176	22.54	783	2019-06-21 00:00:00
902	FOS	109.5	195.0	783	2019-06-21 00:00:00
903	ACV	1.384	>40.0	63	2011-12-05 00:00:00
904	PCV	6.169	>160.0	63	2011-12-05 00:00:00
905	CDV	11.14	7.519	63	2011-12-05 00:00:00
906	FOS	205.3	154.4	63	2011-12-05 00:00:00
907	ACV	1.318	>40.0	532	2020-12-14 00:00:00
908	CDV	17.8	25.	532	2020-12-14 00:00:00
909	FOS	108.7	62.09	532	2020-12-14 00:00:00
910	ACV	2.080	>40.0	310	2025-07-30 16:15:48
911	PCV	6.547	>160.0	310	2025-07-30 16:15:48
912	CDV	12.72	2.381	310	2025-07-30 16:15:48
913	FOS	157.6	106.6	310	2025-07-30 16:15:48
914	ACV	2.434	>40.0	296	2025-07-30 16:15:48
915	PCV	7.012	>160.0	296	2025-07-30 16:15:48
916	CDV	22.36	45.66	296	2025-07-30 16:15:48
917	FOS	211.1	97.15	296	2025-07-30 16:15:48
918	ACV	0.9921	4.239	463	2019-01-18 00:00:00
919	PCV	2.806	20.54	463	2019-01-18 00:00:00
920	CDV	13.05	273.4	463	2019-01-18 00:00:00
921	FOS	158.7	141.	463	2019-01-18 00:00:00
922	ACV	1.053	2.594	651	2022-10-10 00:00:00
923	FOS	63.75	63.52	651	2022-10-10 00:00:00
924	ACV	0.8139	>40.0	418	2018-04-16 00:00:00
925	PCV	2.916	>160.0	418	2018-04-16 00:00:00
926	CDV	9.309	12.5	418	2018-04-16 00:00:00
927	FOS	91.27	105.9	418	2018-04-16 00:00:00
928	ACV	2.842	0.8918	33	2011-03-11 00:00:00
929	PCV	11.37	6.547	33	2011-03-11 00:00:00
930	CDV	14.17	44.15	33	2011-03-11 00:00:00
931	FOS	241.9	<50.0	33	2011-03-11 00:00:00
932	ACV	1.762	>40.0	608	2022-04-25 00:00:00
933	FOS	101.5	289.8	608	2022-04-25 00:00:00
934	ACV	1.270	>40.0	274	2025-07-30 16:15:48
935	PCV	5.376	>160.0	274	2025-07-30 16:15:48
936	CDV	9.991	58.86	274	2025-07-30 16:15:48
937	FOS	149.1	112.9	274	2025-07-30 16:15:48
938	ACV	1.491	0.2457	601	2022-03-21 00:00:00
939	CDV	23.02	2.046	601	2022-03-21 00:00:00
940	FOS	121.6	61.66	601	2022-03-21 00:00:00
941	ACV	1.061	>40.0	206	2014-10-27 00:00:00
942	PCV	4.151	>160.0	206	2014-10-27 00:00:00
943	CDV	7.407	13.92	206	2014-10-27 00:00:00
944	FOS	126.4	64.47	206	2014-10-27 00:00:00
945	ACV	0.4637	32.26	402	2018-01-15 00:00:00
946	PCV	1.092	15.75	402	2018-01-15 00:00:00
947	CDV	4.578	13.4	402	2018-01-15 00:00:00
948	FOS	78.61	>800.0	402	2018-01-15 00:00:00
